BIOMASS CALCULATION RESULTS
Generated on: 2026-04-02 07:20:49
Total records: 2062

plot	year	growthplotnum	section	speccode	species	specabbrev	origin	tree status	tree number	dbh	height	Wood (KG)	Bark (KG)	Branch (KG)	Foliage (KG)	Stem (KG)	Crown (KG)	Total (KG)
CHA2010001CPGP	2011	1	12	3	Jack Pine	Pj 	N	L 	32	11.2	13.5	26.8	2.7	2.7	2.5	29.5	5.2	34.7
CHA2010003CPGP	2010	1	12	20	Balsam Fir	Bf 	N	L 	121	3.8	3.8	1.3	0.3	0.2	0.8	1.6	1.0	2.6
CHA2010003CPGP	2011	1	12	20	Balsam Fir	Bf 	N	L 	121	4.1	4.3	1.6	0.3	0.3	0.9	1.9	1.1	3.0
CHA2010004TPGP	2010	1	12	3	Jack Pine	Pj 	P	L 	50	19.5	14.9	101.5	8.6	10.3	6.6	110.2	16.9	127.1
CHA2010004TPGP	2011	1	12	3	Jack Pine	Pj 	P	L 	50	19.8	15.8	105.3	8.9	10.7	6.8	114.2	17.5	131.7
CHA2010005CPGP	2010	1	12	3	Jack Pine	Pj 	N	L 	52	6.2	7.5	6.5	0.8	0.6	0.9	7.3	1.6	8.8
CHA2010005CPGP	2011	1	12	3	Jack Pine	Pj 	N	L 	52	6.3	8.6	6.7	0.8	0.7	0.9	7.5	1.6	9.2
FCWEY4S2000024PGP	2011	1	12	3	Jack Pine	Pj 	N	L 	873	18.6	17.12	90.6	7.8	9.2	6.1	98.5	15.3	113.8
FCWEY4S2000024PGP	2022	1	12	3	Jack Pine	Pj 	N	L 	873	21.7	19.5	131.3	10.8	13.4	8.0	142.0	21.3	163.4
FCWEY4S2000024PGP	2011	1	12	3	Jack Pine	Pj 	N	L 	875	18.9	16.4	94.2	8.1	9.6	6.3	102.3	15.8	118.1
FCWEY4S2000024PGP	2022	1	12	3	Jack Pine	Pj 	N	L 	875	19.8	19.3	105.3	8.9	10.7	6.8	114.2	17.5	131.7
FCWEY4S2000022PGP	2011	1	12	13	Black Spruce	Sb 	N	L 	506	19	15.93	78.4	11.3	12.8	10.6	89.7	23.5	113.1
FCWEY4S2000022PGP	2022	1	12	13	Black Spruce	Sb 	N	L 	506	21	17.0	100.8	14.1	15.8	12.2	114.9	28.0	143.0
FCWEY4S2002027PGP	2013	1	12	74	Trembling Aspen	Pt 	N	L 	286	6.4	8.93	6.0	1.4	0.9	0.5	7.4	1.4	8.8
FCWEY4S2002027PGP	2019	1	12	74	Trembling Aspen	Pt 	N	L 	286	6.5	11.1	6.2	1.5	0.9	0.6	7.7	1.4	9.2
FCWEY4S2002027PGP	2013	1	12	74	Trembling Aspen	Pt 	N	L 	289	8.8	9.6	13.2	3.1	1.9	0.9	16.2	2.8	19.1
FCWEY4S2002027PGP	2019	1	12	74	Trembling Aspen	Pt 	N	L 	289	9	9.7	13.9	3.2	2.0	0.9	17.2	3.0	20.1
FCWEY4S2002032PGP	2013	1	12	20	Balsam Fir	Bf 	N	L 	146	15.6	13.7	39.3	7.3	7.5	8.2	46.6	15.8	62.4
FCWEY4S2002032PGP	2019	1	12	20	Balsam Fir	Bf 	N	L 	146	16.9	13.8	47.7	8.8	9.2	9.4	56.5	18.6	75.1
FCWEY4S2002032PGP	2019	1	12	13	Black Spruce	Sb 	N	L 	155	8.2	8.7	9.5	1.7	2.2	3.2	11.2	5.5	16.6
FCWEY4S2002032PGP	2019	1	12	74	Trembling Aspen	Pt 	N	L 	156	12.8	16.5	33.3	7.5	5.0	1.7	40.8	6.6	47.4
FCWEY4S2002032PGP	2013	1	12	12	White Spruce	Sw 	N	L 	158	6	5.7	3.6	0.7	1.2	2.2	4.4	3.4	7.8
FCWEY4S2002032PGP	2019	1	12	12	White Spruce	Sw 	N	L 	158	7.7	8.5	6.9	1.3	2.0	3.2	8.2	5.2	13.4
FCWEY4S2001028PGP	2015	1	12	20	Balsam Fir	Bf 	N	L 	454	5.4	9.1	3.1	0.6	0.5	1.4	3.7	1.9	5.6
FCWEY4S2001028PGP	2015	1	12	13	Black Spruce	Sb 	N	L 	461	25.2	20.3	159.4	21.3	23.1	15.8	180.7	39.0	219.7
FCWEY4S2001030PGP	2015	1	12	12	White Spruce	Sw 	N	L 	109	46.5	23.5	712.8	80.0	83.9	44.7	792.8	128.7	921.5
FCWEY4S2001030PGP	2015	1	12	13	Black Spruce	Sb 	N	L 	117	33.3	16.82	321.4	39.8	41.4	23.5	361.1	64.8	425.9
FCWEY4S2001034PGP	2023	1	12	13	Black Spruce	Sb 	N	L 	196	14.6	11.4	40.4	6.3	7.4	7.3	46.7	14.7	61.4
FCWEY4S2002031PGP	2023	1	12	3	Jack Pine	Pj 	N	L 	70	18.8	16.0	93.0	8.0	9.4	6.2	101.0	15.7	116.6
FCWEY_KEN2003006PGP	2015	1	12	13	Black Spruce	Sb 	N	L 	148	12.9	11.0	29.6	4.7	5.7	6.1	34.3	11.9	46.2
FCWEY_KEN2003023PGP	2015	1	12	13	Black Spruce	Sb 	N	L 	961	13.2	10.5	31.4	5.0	6.0	6.3	36.4	12.4	48.7
FCWEY_KEN2003032PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	122	18.7	20.6	85.0	18.7	12.9	3.1	103.7	16.0	119.7
FCWEY_KEN2003032PGP	2015	1	12	13	Black Spruce	Sb 	N	L 	135	11.7	13.9	23.2	3.8	4.7	5.3	27.0	10.0	37.0
FCWEY_KEN2003032PGP	2015	1	12	13	Black Spruce	Sb 	N	L 	136	14.3	14.5	38.4	6.0	7.1	7.1	44.3	14.2	58.5
FCWEY_KEN2003034PGP	2015	1	12	12	White Spruce	Sw 	N	L 	70	5.6	5.0	3.0	0.6	1.0	2.0	3.7	3.0	6.7
FCWEY_KEN2003037PGP	2015	1	12	3	Jack Pine	Pj 	N	L 	853	16.9	11.5	72.0	6.4	7.3	5.2	78.4	12.5	90.9
FCWEY_KEN2003038PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	836	8.1	11.3	10.7	2.5	1.6	0.8	13.2	2.4	15.6
FCWEY_KEN2003038PGP	2015	1	12	3	Jack Pine	Pj 	N	L 	839	5.5	7.5	4.8	0.6	0.5	0.7	5.5	1.2	6.7
FCWEY_KEN2003038PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	862	14.3	13.6	43.8	9.8	6.5	2.0	53.6	8.5	62.1
FCWEY_KEN2003047PGP	2015	1	12	3	Jack Pine	Pj 	N	L 	39	6.8	8.5	8.1	1.0	0.8	1.1	9.0	1.9	10.9
FCWEY_KEN2003049PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	85	18.4	21.0	81.7	18.0	12.4	3.0	99.7	15.4	115.0
FCWEY_KEN2003043PGP	2015	1	12	3	Jack Pine	Pj 	N	L 	204	7.9	8.1	11.6	1.3	1.2	1.4	12.9	2.6	15.4
FCWEY_KEN2004010PGP	2015	1	12	3	Jack Pine	Pj 	N	L 	224	22.3	15.7	140.2	11.4	14.3	8.3	151.6	22.6	174.2
FCWEY_KEN2004012PGP	2015	1	12	3	Jack Pine	Pj 	N	L 	165	29.5	19.0	274.7	20.3	28.1	13.5	295.0	41.6	336.6
FCWEY_KEN2004012PGP	2015	1	12	70	Large-tooth Aspen	Pl 	N	L 	166	23.4	19.2	154.8	34.2	20.2	4.6	189.0	24.8	213.8
FCWEY4S2001030PGP	2015	1	12	74	Trembling Aspen	Pt 	N	L 	123	4.7	6.5	2.8	0.7	0.4	0.3	3.5	0.7	4.2
FCWEY4S2001034PGP	2023	1	12	13	Black Spruce	Sb 	N	L 	952	8.2	7.9	9.5	1.7	2.2	3.2	11.2	5.5	16.6
FCWEY_KEN2003043PGP	2015	1	12	13	Black Spruce	Sb 	N	L 	252	5.7	5.3	3.8	0.8	1.0	1.9	4.6	3.0	7.5
KLK1994037PSP	2014	2	12	32	Red Maple	Mr 	N	L 	80	8.3	10.9	14.5	2.4	3.4	1.3	16.9	4.6	21.6
KLK1994004PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	4	21.9	17.0	112.0	15.5	17.3	13.0	127.6	30.2	157.8
KLK1994004PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	122	13.7	14.4	34.4	5.4	6.5	6.7	39.9	13.2	53.0
KLK1994004PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	134	20.7	16.6	97.2	13.7	15.4	12.0	110.9	27.3	138.2
KLK1994006PSP	2014	2	12	13	Black Spruce	Sb 	N	L 	80	12.6	15.0	27.9	4.5	5.5	5.9	32.4	11.4	43.8
KLK1994009PSP	2014	1	12	3	Jack Pine	Pj 	N	L 	86	26.1	22.0	204.6	15.8	20.9	10.9	220.4	31.8	252.2
KLK1994009PSP	2014	2	12	74	Trembling Aspen	Pt 	N	L 	101	31.9	26.5	318.9	67.1	49.5	7.4	386.0	56.9	442.9
KLK1994009PSP	2014	2	12	74	Trembling Aspen	Pt 	N	L 	110	35.7	27.6	421.3	87.9	65.8	8.9	509.2	74.6	583.8
TIM1993038PSP	2011	1	12	13	Black Spruce	Sb 	P	L 	58	8.6	7.89	10.7	1.9	2.5	3.5	12.6	5.9	18.5
KLK1994018PSP	2012	1	12	13	Black Spruce	Sb 	N	L 	134	26.1	18.07	174.2	23.0	24.9	16.6	197.2	41.5	238.7
KLK1994018PSP	2012	2	12	13	Black Spruce	Sb 	N	L 	183	5.4	6.42	3.3	0.7	0.9	1.8	4.0	2.7	6.7
KLK1994018PSP	2012	2	12	13	Black Spruce	Sb 	N	L 	186	13.4	14.18	32.6	5.2	6.2	6.5	37.7	12.7	50.4
KLK1994019PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	91	20.6	17.5	96.1	13.5	15.2	11.9	109.6	27.1	136.7
KLK1994019PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	71	24.6	20.2	150.1	20.2	22.0	15.3	170.2	37.3	207.5
KLK1994020PSP	2011	1	12	74	Trembling Aspen	Pt 	N	L 	125	16.3	17.06	60.5	13.4	9.1	2.5	74.0	11.6	85.5
KLK1994020PSP	2011	2	12	13	Black Spruce	Sb 	N	L 	144	18.8	17.67	76.3	11.0	12.6	10.4	87.3	23.0	110.4
KLK1994020PSP	2011	3	12	13	Black Spruce	Sb 	N	L 	71	19.2	18.21	80.5	11.6	13.1	10.8	92.0	23.9	115.9
KLK1994022PSP	2011	2	12	20	Balsam Fir	Bf 	N	L 	28	14.7	12.8	34.1	6.3	6.5	7.5	40.4	13.9	54.4
KLK1994022PSP	2011	3	12	74	Trembling Aspen	Pt 	N	L 	72	4.9	8.1	3.1	0.8	0.4	0.3	3.8	0.8	4.6
KLK1994023PSP	2016	3	12	74	Trembling Aspen	Pt 	N	L 	21	24	26.9	157.7	33.9	24.2	4.6	191.6	28.8	220.4
KLK1994024PSP	2013	1	12	74	Trembling Aspen	Pt 	N	L 	122	20.4	20.7	105.5	23.0	16.0	3.6	128.5	19.6	148.1
KLK1994024PSP	2013	2	12	13	Black Spruce	Sb 	N	L 	133	13.1	12.6	30.8	4.9	5.9	6.3	35.7	12.2	47.9
KLK1994024PSP	2013	2	12	13	Black Spruce	Sb 	N	L 	134	14.3	13.3	38.4	6.0	7.1	7.1	44.3	14.2	58.5
KLK1994024PSP	2013	2	12	74	Trembling Aspen	Pt 	N	L 	136	28	24.1	230.9	49.1	35.6	6.0	280.0	41.6	321.6
KLK1994024PSP	2013	3	12	20	Balsam Fir	Bf 	N	L 	83	14.9	13.4	35.2	6.5	6.7	7.6	41.8	14.3	56.1
KLK1994025PSP	2019	1	12	20	Balsam Fir	Bf 	N	L 	119	17.1	18.3	49.0	9.0	9.5	9.6	58.1	19.1	77.2
KLK1994025PSP	2019	2	12	20	Balsam Fir	Bf 	N	L 	117	16.7	18.7	46.3	8.6	8.9	9.2	54.9	18.2	73.1
KLK1994025PSP	2019	2	12	20	Balsam Fir	Bf 	N	L 	119	5.8	5.4	3.6	0.7	0.6	1.6	4.4	2.2	6.6
KLK1994025PSP	2019	2	12	13	Black Spruce	Sb 	N	L 	121	22.4	18.6	118.6	16.3	18.1	13.4	134.9	31.5	166.4
KLK1994025PSP	2019	2	12	20	Balsam Fir	Bf 	N	L 	124	13.9	12.3	29.8	5.6	5.6	6.8	35.4	12.4	47.8
KLK1994026PSP	2016	1	12	74	Trembling Aspen	Pt 	N	L 	108	14.6	16.0	46.1	10.3	6.9	2.1	56.4	9.0	65.4
KLK1994026PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	116	18.2	17.0	70.3	10.3	11.7	10.0	80.6	21.7	102.3
KLK1994026PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	117	22.4	18.1	118.6	16.3	18.1	13.4	134.9	31.5	166.4
KLK1994026PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	88	15.9	17.7	50.1	7.6	8.9	8.2	57.7	17.1	74.8
KLK1994027PSP	2023	2	12	13	Black Spruce	Sb 	N	L 	92	18.4	19.0	72.3	10.5	12.0	10.1	82.8	22.2	105.0
KLK1994027PSP	2023	3	12	3	Jack Pine	Pj 	N	L 	28	14.8	8.2	52.3	4.9	5.3	4.1	57.2	9.4	66.6
KLK1994028PSP	2012	2	12	13	Black Spruce	Sb 	N	L 	123	21.2	15.83	103.2	14.4	16.1	12.4	117.7	28.5	146.2
KLK1994028PSP	2012	3	12	13	Black Spruce	Sb 	N	L 	131	20.1	16.75	90.3	12.8	14.4	11.5	103.1	25.9	129.0
KLK1994030PSP	2011	2	12	12	White Spruce	Sw 	N	L 	63	30	20.74	230.3	29.2	33.7	23.5	259.5	57.2	316.7
KLK1994030PSP	2011	3	12	13	Black Spruce	Sb 	N	L 	74	20.8	19.96	98.4	13.8	15.5	12.1	112.2	27.6	139.8
KLK1994032PSP	2016	1	12	20	Balsam Fir	Bf 	N	L 	140	5.7	4.6	3.5	0.7	0.6	1.5	4.2	2.1	6.3
KLK1994032PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	114	17.2	14.1	61.0	9.0	10.4	9.2	70.1	19.7	89.7
KLK1994033PSP	2011	1	12	74	Trembling Aspen	Pt 	N	L 	56	30.7	24.2	290.0	61.2	45.0	6.9	351.2	51.9	403.1
KLK1994035PSP	2011	2	12	74	Trembling Aspen	Pt 	N	L 	80	24.8	21.65	171.0	36.7	26.2	4.9	207.7	31.1	238.9
KLK1994035PSP	2011	3	12	3	Jack Pine	Pj 	N	L 	80	16.3	18.9	66.0	5.9	6.7	4.9	71.9	11.5	83.5
KLK1994035PSP	2011	3	12	3	Jack Pine	Pj 	N	L 	97	22.8	21.63	147.9	11.9	15.1	8.7	159.8	23.7	183.5
KLK1994036PSP	2013	1	12	74	Trembling Aspen	Pt 	N	L 	61	19.6	16.1	95.5	20.9	14.5	3.3	116.4	17.8	134.3
KLK1994036PSP	2013	2	12	74	Trembling Aspen	Pt 	N	L 	53	21.4	17.4	118.7	25.8	18.1	3.9	144.5	21.9	166.5
KLK1994037PSP	2014	1	12	20	Balsam Fir	Bf 	N	L 	25	7.9	8.6	7.7	1.5	1.3	2.6	9.1	4.0	13.1
KLK1994037PSP	2014	1	12	13	Black Spruce	Sb 	N	L 	28	10.4	9.7	17.2	2.9	3.7	4.5	20.1	8.2	28.3
KLK1994037PSP	2014	1	12	3	Jack Pine	Pj 	N	L 	29	22.9	16.3	149.4	12.0	15.2	8.7	161.5	23.9	185.4
KLK1994037PSP	2014	3	12	3	Jack Pine	Pj 	N	L 	81	27.5	19.7	232.0	17.6	23.7	12.0	249.6	35.7	285.3
WWA1995019PSP	2015	3	12	12	White Spruce	Sw 	N	L 	53	6.3	4.6	4.1	0.8	1.3	2.4	4.9	3.7	8.6
TIM2005001PSP	2016	2	12	20	Balsam Fir	Bf 	N	L 	77	17.1	14.8	49.0	9.0	9.5	9.6	58.1	19.1	77.2
TIM2005001PSP	2016	3	12	20	Balsam Fir	Bf 	N	L 	48	14.7	14.5	34.1	6.3	6.5	7.5	40.4	13.9	54.4
BP1994009PSP	2021	3	12	20	Balsam Fir	Bf 	N	L 	7	17.2	12.2	49.7	9.2	9.6	9.7	58.9	19.3	78.2
TIM1993027PSP	2013	3	12	20	Balsam Fir	Bf 	N	L 	124	5.3	5.8	2.9	0.6	0.5	1.4	3.5	1.8	5.4
NP1995025PSP	2020	2	12	13	Black Spruce	Sb 	N	L 	123	6	8.3	4.3	0.9	1.2	2.1	5.2	3.2	8.4
HEA1994001PSP	2013	2	12	73	Balsam Poplar	Pb 	N	L 	171	4.1	6.27	1.6	0.6	0.4	0.3	2.2	0.6	2.8
HEA1994003PSP	2013	1	12	12	White Spruce	Sw 	N	L 	65	5.6	5.2	3.0	0.6	1.0	2.0	3.7	3.0	6.7
HEA1994003PSP	2013	1	12	12	White Spruce	Sw 	N	L 	66	6.1	5.3	3.8	0.7	1.2	2.3	4.5	3.5	8.0
HEA1994003PSP	2013	1	12	73	Balsam Poplar	Pb 	N	L 	67	4.7	6.84	2.3	0.8	0.5	0.3	3.1	0.8	3.9
BP1993015PSP	2010	1	12	13	Black Spruce	Sb 	N	L 	56	10.5	8.48	17.6	3.0	3.7	4.6	20.6	8.3	28.9
BP1993015PSP	2010	2	12	13	Black Spruce	Sb 	N	L 	116	13.7	11.15	34.4	5.4	6.5	6.7	39.9	13.2	53.0
BP1993017PSP	2010	2	12	74	Trembling Aspen	Pt 	N	L 	482	35.4	21.2	412.6	86.1	64.4	8.8	498.7	73.1	571.8
BP1993017PSP	2010	2	12	74	Trembling Aspen	Pt 	N	L 	491	25	20.22	174.4	37.4	26.8	5.0	211.9	31.7	243.6
BP1993018PSP	2019	2	12	13	Black Spruce	Sb 	N	L 	120	31.4	16.9	277.2	34.8	36.6	21.6	312.1	58.2	370.3
KLK1994039PSP	2012	3	12	3	Jack Pine	Pj 	N	L 	100	23.8	18.2	163.9	13.0	16.7	9.3	177.0	26.0	203.0
KLK1994039PSP	2012	3	12	3	Jack Pine	Pj 	N	L 	103	23.4	18.71	157.4	12.6	16.0	9.1	170.0	25.1	195.1
KLK1994043PSP	2013	3	12	3	Jack Pine	Pj 	N	L 	80	31	23.4	309.5	22.5	31.6	14.7	332.0	46.4	378.4
MAN1994001PSP	2015	2	12	3	Jack Pine	Pj 	N	L 	115	17.9	18.1	82.6	7.2	8.4	5.7	89.9	14.1	104.0
MAN1994001PSP	2015	2	12	3	Jack Pine	Pj 	N	L 	118	24.9	19.2	182.8	14.3	18.6	10.1	197.1	28.7	225.8
MAN1994008PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	51	15.6	13.0	47.7	7.3	8.5	8.0	55.0	16.5	71.5
MAN1994008PSP	2016	2	12	3	Jack Pine	Pj 	N	L 	22	26.3	20.9	208.4	16.0	21.3	11.1	224.5	32.4	256.8
MAN1994008PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	50	13.9	10.4	35.7	5.6	6.7	6.8	41.3	13.5	54.8
TIM1994001PSP	2012	1	12	13	Black Spruce	Sb 	N	L 	64	21	19.0	100.8	14.1	15.8	12.2	114.9	28.0	143.0
TIM1994001PSP	2012	2	12	13	Black Spruce	Sb 	N	L 	75	17	18.0	59.3	8.8	10.2	9.1	68.1	19.3	87.3
TIM1994001PSP	2012	3	12	13	Black Spruce	Sb 	N	L 	144	17.5	17.7	63.7	9.4	10.8	9.4	73.1	20.3	93.4
TIM1994003PSP	2015	3	12	13	Black Spruce	Sb 	N	L 	50	20.9	18.3	99.6	14.0	15.7	12.1	113.6	27.8	141.4
TIM1994003PSP	2015	3	12	13	Black Spruce	Sb 	N	L 	53	13.4	14.9	32.6	5.2	6.2	6.5	37.7	12.7	50.4
TIM1994004PSP	2012	1	12	13	Black Spruce	Sb 	N	L 	74	17.8	19.9	66.5	9.8	11.2	9.7	76.3	20.9	97.2
TIM1994004PSP	2012	1	12	13	Black Spruce	Sb 	N	L 	101	11.1	11.2	20.3	3.4	4.2	5.0	23.7	9.2	32.8
TIM1994007PSP	2012	1	12	13	Black Spruce	Sb 	N	L 	292	17.4	14.6	62.8	9.3	10.7	9.4	72.1	20.1	92.2
TIM1994007PSP	2012	2	12	13	Black Spruce	Sb 	N	L 	183	13.2	12.73	31.4	5.0	6.0	6.3	36.4	12.4	48.7
BP1993002PSP	2012	1	12	3	Jack Pine	Pj 	N	L 	205	17.1	15.63	74.0	6.6	7.5	5.3	80.6	12.8	93.4
BP1993002PSP	2012	1	12	13	Black Spruce	Sb 	P	L 	214	15.8	14.79	49.3	7.5	8.7	8.2	56.8	16.9	73.7
BP1993002PSP	2012	1	12	3	Jack Pine	Pj 	N	L 	221	18.6	15.09	90.6	7.8	9.2	6.1	98.5	15.3	113.8
BP1993002PSP	2012	2	12	74	Trembling Aspen	Pt 	N	L 	177	19.4	16.4	93.1	20.4	14.1	3.3	113.5	17.4	130.9
BP1993002PSP	2012	2	12	13	Black Spruce	Sb 	P	L 	180	12	11.36	24.7	4.0	4.9	5.5	28.7	10.5	39.2
BP1993002PSP	2012	2	12	3	Jack Pine	Pj 	N	L 	209	11.6	13.32	29.1	2.9	2.9	2.7	32.1	5.6	37.7
BP1993002PSP	2012	3	12	13	Black Spruce	Sb 	P	L 	265	14.6	15.13	40.4	6.3	7.4	7.3	46.7	14.7	61.4
BP1993005PSP	2019	2	12	74	Trembling Aspen	Pt 	N	L 	186	5.5	8.4	4.1	1.0	0.6	0.4	5.1	1.0	6.1
TIM1993009PSP	2020	3	12	3	Jack Pine	Pj 	P	L 	103	12	12.7	31.6	3.2	3.2	2.9	34.8	6.1	40.8
BP1993027PSP	2022	1	12	3	Jack Pine	Pj 	N	L 	181	22.5	17.2	143.2	11.6	14.6	8.5	154.8	23.1	177.9
BP1993027PSP	2022	2	12	3	Jack Pine	Pj 	N	L 	428	17.9	16.6	82.6	7.2	8.4	5.7	89.9	14.1	104.0
BP1993029PSP	2019	2	12	3	Jack Pine	Pj 	N	L 	208	20.4	14.4	113.2	9.5	11.5	7.1	122.6	18.7	141.3
BP1993029PSP	2019	2	12	13	Black Spruce	Sb 	P	L 	209	14.5	11.0	39.7	6.2	7.3	7.2	45.9	14.6	60.4
BP1993030PSP	2021	1	12	3	Jack Pine	Pj 	N	L 	620	21.6	14.2	129.8	10.7	13.2	7.9	140.5	21.1	161.6
BP1993030PSP	2021	1	12	13	Black Spruce	Sb 	P	L 	627	13.7	12.3	34.4	5.4	6.5	6.7	39.9	13.2	53.0
BP1994001PSP	2023	2	12	3	Jack Pine	Pj 	N	L 	220	28	15.9	242.3	18.2	24.7	12.4	260.5	37.1	297.6
BP1994001PSP	2023	2	12	3	Jack Pine	Pj 	N	L 	240	16.7	16.0	70.0	6.3	7.1	5.1	76.2	12.2	88.4
BP1994001PSP	2023	3	12	13	Black Spruce	Sb 	N	L 	47	29.8	17.2	243.1	31.0	32.8	20.0	274.1	52.9	326.9
CHA1995009PSP	2013	1	12	3	Jack Pine	Pj 	P	L 	45	18.5	15.31	89.5	7.7	9.1	6.0	97.2	15.1	112.3
CHA1995009PSP	2013	1	12	3	Jack Pine	Pj 	P	L 	46	14.5	15.28	49.8	4.7	5.0	4.0	54.5	9.0	63.5
CHA1995011PSP	2015	1	12	13	Black Spruce	Sb 	N	L 	65	8.9	7.8	11.6	2.1	2.6	3.6	13.7	6.3	20.0
CHA1995011PSP	2015	2	12	3	Jack Pine	Pj 	P	L 	67	26.3	18.3	208.4	16.0	21.3	11.1	224.5	32.4	256.8
CHA1995011PSP	2015	3	12	3	Jack Pine	Pj 	P	L 	68	21.6	20.3	129.8	10.7	13.2	7.9	140.5	21.1	161.6
CHA1995011PSP	2015	3	12	3	Jack Pine	Pj 	P	L 	75	22.5	18.8	143.2	11.6	14.6	8.5	154.8	23.1	177.9
CHA1995016PSP	2016	1	12	20	Balsam Fir	Bf 	N	L 	32	12.3	11.2	22.2	4.2	4.1	5.5	26.4	9.7	36.0
CHA1995016PSP	2016	3	12	20	Balsam Fir	Bf 	N	L 	37	20.2	21.3	73.2	13.4	14.5	12.7	86.5	27.2	113.7
CHA1995016PSP	2016	3	12	12	White Spruce	Sw 	N	L 	47	4.1	3.0	1.4	0.3	0.5	1.3	1.7	1.8	3.5
CHA1995016PSP	2016	3	12	20	Balsam Fir	Bf 	N	L 	55	22	20.4	89.8	16.3	18.0	14.6	106.2	32.7	138.8
CHA1995018PSP	2016	2	12	13	Black Spruce	Sb 	N	L 	64	25.2	18.9	159.4	21.3	23.1	15.8	180.7	39.0	219.7
CHA1995018PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	114	21.5	17.1	107.0	14.9	16.6	12.6	121.9	29.3	151.1
TIM1993036PSP	2019	3	12	74	Trembling Aspen	Pt 	N	L 	448	8.1	14.41	10.7	2.5	1.6	0.8	13.2	2.4	15.6
TIM1993027PSP	2013	3	12	32	Red Maple	Mr 	N	L 	88	5.9	9.56	6.5	1.2	1.4	0.8	7.7	2.2	9.9
CHA1995019PSP	2014	3	12	20	Balsam Fir	Bf 	N	L 	69	12.2	11.0	21.8	4.1	4.0	5.5	25.9	9.5	35.4
GER1993002PSP	2013	1	12	13	Black Spruce	Sb 	N	L 	87	19.8	17.06	86.9	12.4	14.0	11.2	99.3	25.2	124.6
BP1994008PSP	2015	2	12	3	Jack Pine	Pj 	N	L 	99	14	18.5	45.8	4.3	4.6	3.7	50.1	8.4	58.5
BP1994009PSP	2021	1	12	74	Trembling Aspen	Pt 	N	L 	85	13.6	13.9	38.7	8.7	5.8	1.8	47.4	7.6	55.0
BP1994010PSP	2010	1	12	20	Balsam Fir	Bf 	N	L 	25	8.2	7.09	8.4	1.6	1.5	2.8	10.0	4.3	14.3
BP1994010PSP	2010	1	12	20	Balsam Fir	Bf 	N	L 	28	25.5	17.94	128.1	23.1	26.2	18.7	151.2	44.9	196.1
BP1994015PSP	2010	1	12	74	Trembling Aspen	Pt 	N	L 	67	8.4	10.73	11.7	2.7	1.7	0.8	14.5	2.6	17.0
BP1994015PSP	2010	1	12	3	Jack Pine	Pj 	N	L 	71	15.5	10.04	58.5	5.4	5.9	4.4	63.8	10.4	74.2
BP1994015PSP	2010	2	12	3	Jack Pine	Pj 	N	L 	22	20.1	8.92	109.2	9.2	11.1	7.0	118.4	18.1	136.5
BP1995017PSP	2023	3	12	13	Black Spruce	Sb 	N	L 	142	14.6	8.5	40.4	6.3	7.4	7.3	46.7	14.7	61.4
BP1995017PSP	2023	3	12	13	Black Spruce	Sb 	N	L 	146	24.8	15.2	153.2	20.5	22.4	15.5	173.7	37.8	211.5
BP1995017PSP	2023	3	12	13	Black Spruce	Sb 	N	L 	170	8.1	7.3	9.2	1.7	2.2	3.2	10.9	5.3	16.2
BP1995038PSP	2015	1	12	3	Jack Pine	Pj 	P	L 	92	22	17.6	135.7	11.1	13.8	8.1	146.8	22.0	168.7
BP1995038PSP	2015	3	12	13	Black Spruce	Sb 	N	L 	244	8.8	10.5	11.3	2.0	2.6	3.6	13.3	6.2	19.5
BP1995038PSP	2015	3	12	3	Jack Pine	Pj 	P	L 	256	12.3	15.8	33.5	3.3	3.4	3.0	36.9	6.4	43.2
BP1995039PSP	2021	3	12	3	Jack Pine	Pj 	P	L 	381	12.3	16.6	33.5	3.3	3.4	3.0	36.9	6.4	43.2
CHA1993003PSP	2020	1	12	3	Jack Pine	Pj 	N	L 	31	28.8	21.3	259.3	19.3	26.5	13.0	278.6	39.5	318.1
CHA1995002PSP	2015	1	12	3	Jack Pine	Pj 	N	L 	106	17.2	17.0	75.1	6.6	7.6	5.3	81.7	12.9	94.7
CHA1995005PSP	2015	3	12	3	Jack Pine	Pj 	P	L 	45	27.8	21.1	238.2	18.0	24.3	12.2	256.1	36.5	292.6
CHA1995005PSP	2015	3	12	1	Eastern White Pine	Pw 	N	L 	52	12.3	12.8	29.8	4.8	3.8	3.7	34.6	7.5	42.1
